Predominant Color,Secondary Color,Major Diameter (cm),Minor Diameter (cm),Aspect Ratio,Roundness,Elongation,Shape Type,Contrast,Correlation,Energy,Entropy,Edge Density,Hu Moment 1,Hu Moment 2,Hu Moment 3,Variety
Marron,Anaranjado,4.594292378413109,2.3592519385456225,0.5135180228474097,0.6964575368834949,0.3035424631165051,Oblongo,7.017502919264249,0.999535454509141,0.6258274453300006,4.803106562310456,0.015973789367772988,0.6920864359142271,1.8218053356397752,3.408990944081564,V1
Marron,Rosado,3.8828855887203706,2.0445568790106075,0.5265560450583362,0.6877614250307597,0.31223857496924035,Oblongo,3.4465363893781276,0.9997813107880835,0.6415205577797533,4.443523542148988,0.009255399176935564,0.7035098474258381,1.8865355130344172,3.4657828900549665,V1
Marron,Anaranjado,4.03429178244909,2.0523766686992535,0.5087328283065636,0.7054231061580059,0.29457689384199415,Oblongo,8.833661414220021,0.9995077950692219,0.5743258362137275,5.168823915201003,0.005140318900574163,0.6909454206773906,1.8143251843752701,3.431894753286737,V1
Marron,Rosado,4.508934920217555,2.371444901975429,1.9013450055118646,0.7012734089927013,0.2987265910072987,Comprimido,3.008954063141255,0.999808558738765,0.6837014185776421,3.735798588670921,0.0029446577810019197,0.7025106762655867,1.8805621291936228,3.4665399771763954,V1
Marron,Rosado,4.081388926118877,2.0959582960749246,0.5135404476309093,0.7045045910620775,0.2954954089379225,Oblongo,6.729843099469887,0.9996236195832048,0.6519966722929422,4.203447654472848,0.006489894505786029,0.692915633109249,1.8253295969551926,3.4351884775401684,V1
Marron,Anaranjado,4.787637621648278,2.3474274560879387,0.49031017833796936,0.6240696376506419,0.37593036234935806,Largo-oblongo,2.2518949988057537,0.9998518404716065,0.5942358341745153,4.999206367464941,0.0027071397248216215,0.6658287078084687,1.6807081368340222,4.288948992947308,V1
Marron,Anaranjado,4.398209025811124,2.11756438969192,0.4814606075484089,0.5978172386300219,0.4021827613699781,Largo-oblongo,8.440693053109694,0.9994313461634838,0.644628365091927,4.716809350819333,0.017815195840949708,0.6755109618745468,1.7311788583121501,3.597084375755484,V1
Marron,Anaranjado,5.101452003666841,2.577147606219716,1.9794954667536084,0.7066448466454299,0.2933551533545701,Comprimido,3.963063890661487,0.9997327763796026,0.578501693781663,5.19611924466247,0.005469523879258776,0.6869328533104361,1.7962717710710936,3.35860642530452,V1
Marron,Anaranjado,4.870957803701217,2.5082856263709727,1.9419470224962363,0.678599606060829,0.32140039393917097,Comprimido,4.169975139325817,0.9997307301673963,0.6033740623040725,4.949855506050561,0.014590858230739549,0.6980520798055639,1.854415367160835,3.474733208486416,V1
Marron,Morado rojizo,2.5352547567136754,1.8660878760456228,1.3585934452808655,0.8073906937418882,0.1926093062581118,Comprimido,6.310023821204564,0.9996248446969098,0.5766790604578999,4.830656929080648,0.004862786699480895,0.7712151268950936,2.566528221580731,3.72392897766704,V1
Marron,Anaranjado,3.8746057173667494,1.9340776510423487,2.003335137696553,0.7110651042047318,0.2889348957952682,Comprimido,5.233939182339975,0.9996603527553877,0.6381853044654667,4.549215590318706,0.017231921867683457,0.6857995350136132,1.7896910440108593,3.3666204530928314,V1
Marron,Anaranjado,4.3079415786447415,2.0211971037171783,2.131381234775182,0.5427366071276634,0.45726339287233664,Comprimido,4.211504446894116,0.9997310273175393,0.6590722360319469,4.335336144698852,0.011494141985829287,0.6538876148697248,1.6542224577155296,3.154986904889606,V1
Marron,Anaranjado,4.778747718455343,2.2030845869892612,0.46101713603357464,0.629257024239667,0.370742975760333,Largo-oblongo,6.842065800574813,0.9995642362183101,0.5930451752662665,5.0361048811864,0.00490595206496553,0.6481410290347738,1.64325224674762,2.950401644674958,V1
Marron,Anaranjado,3.6436866052866357,1.8912499309397917,0.5190484626739774,0.6922054563423462,0.3077945436576538,Oblongo,3.2830411010558067,0.9998120457591932,0.6010058865137402,4.659173715954797,0.0032401277997220796,0.6988647419550719,1.8589338300628249,3.46597976898719,V1
Marron,Anaranjado,5.487806780791645,2.7235859410809,2.014919631511139,0.7076749586527259,0.2923250413472741,Comprimido,1.1700979768418376,0.9999223197379984,0.6421299205343866,4.208152833375238,0.0026059423751268636,0.6818391064435341,1.7697929647868236,3.347111231892572,V1
Marron,Morado violeta,4.819100301511753,2.511344737816756,1.9189322074918518,0.6885339991251624,0.31146600087483756,Comprimido,5.965793344220421,0.9996678228358487,0.552583050636234,5.208098510131042,0.003721867130333103,0.7023436487358289,1.878054346952105,3.495498134285102,V1
Marron,Anaranjado,5.130986113271018,2.2705428221888915,2.2598059209139025,0.6515183900725234,0.34848160992747657,Comprimido,6.844925538748054,0.9995670115165657,0.5977580750231971,5.231046481111811,0.00475931275051201,0.6510458814623473,1.6197776621899707,3.9067470538369067,V1
Marron,Rosado,4.488084492351198,2.3750392300349494,1.8896885725484014,0.6998036109156609,0.3001963890843391,Comprimido,6.285749037783922,0.9996196433967184,0.591950287307526,5.181933321381871,0.019688834887601165,0.7046348548036718,1.8928989413600172,3.475071507203424,V1
Marron,Morado rojizo,4.961752154678496,2.524011850731731,0.5086936574112856,0.5861603088505101,0.41383969114948993,Oblongo,7.682383630811108,0.9994783119018841,0.5979525620353673,5.446070761550441,0.03570150530376646,0.6707867976388726,1.7047192138815341,4.213689818617935,V1
Marron,Ausente,3.682556312205343,2.4017810371922472,1.5332606324972737,0.8313899095165361,0.16861009048346387,Comprimido,10.066904543973692,0.9993547176459764,0.6004865503180876,5.353331425208539,0.028947251360772547,0.7571790572068765,2.298823925596557,4.202007756806833,V1
Marron,Anaranjado,3.9347398936779725,2.8525056833993583,1.3793977402312851,0.8245337574848962,0.1754662425151038,Comprimido,9.743913421887942,0.9993274451896382,0.61968296306339,5.203945510825397,0.037162121797450307,0.7585528514954167,2.316683672710636,4.336114091796489,V1
Marron,Morado violeta,3.6814523080433146,1.889565469333175,1.9483062999359815,0.64233292045152,0.35766707954848,Comprimido,11.516558729238156,0.999106321101484,0.6895623442504306,4.349831095001954,0.06151216902402881,0.6980186009455488,1.8512575429475622,3.5304620467922683,V1
Marron,Rosado,5.2675488383561415,2.5615946718258904,0.48629727989865096,0.6115054080803163,0.3884945919196837,Largo-oblongo,4.002645144026394,0.9993566576766716,0.8704161678316593,2.044115505941046,0.09071936083274845,0.6650079155369066,1.6816776352350844,3.9543304871357923,V10
Marron,Rosado,5.97579388546032,2.6008587572948043,2.2976233787012106,0.5929918881515452,0.40700811184845476,Comprimido,3.0794041257704152,0.9995601195104893,0.8275027172493092,2.5612284903901066,0.02278769311041824,0.6563134101195746,1.6389117445324761,4.22354628589783,V10
Marron,Rosado,5.89513348059357,2.5781086941175024,0.4373282984353931,0.3904691785949507,0.6095308214050492,Largo-oblongo,2.412464989548488,0.9996842763560526,0.8173064430997524,2.662628102132321,0.016704611041516795,0.6542212284755803,1.6329188939907835,4.117976106753803,V10
Marron,Rosado,5.912825043380042,2.5154822755696697,0.4254281594862995,0.5850398050915292,0.4149601949084708,Largo-oblongo,6.603725383237011,0.9991380867210717,0.8304511962969408,2.6109073761120727,0.09572656532974205,0.6504009040254883,1.61509489158287,3.9821724997839,V10
Marron,Rosado,5.571329987067837,2.6955590065765778,0.48382684436813217,0.595630135561431,0.40436986443856904,Largo-oblongo,2.752899345587061,0.9996888106666513,0.8239087285494459,2.5605547246190263,0.02016524228582139,0.6715009392347321,1.7098656497877887,4.109804972988882,V10
Marron,Rosado,5.4787234450710445,2.615270919360185,2.0948970925013732,0.600637107906727,0.399362892093273,Comprimido,2.1772794884377102,0.9997519202382209,0.8375084615549176,2.3814786088356388,0.02146276399414233,0.6662689740732423,1.6878256018670306,3.949096326448207,V10
Marron,Rosado,4.869310909568982,2.394485113944228,2.033552383020744,0.5313726635457993,0.46862733645420074,Comprimido,2.2046943569222206,0.9997082427701265,0.8506464827912125,2.1820282237656636,0.01781229482408251,0.6969861041327564,1.8667055846974654,3.5459117304047525,V10
Marron,Rosado,4.850743624975445,2.423643229081407,2.001426433879025,0.5398835407851141,0.46011645921488586,Comprimido,2.2175297632692983,0.9996996011733734,0.8649093065860697,2.01851552190032,0.024813387875155253,0.6986879397500252,1.8791753447621071,3.5016776307568365,V10
Marron,Anaranjado,4.608119127324516,2.257092867052449,2.0416169819996313,0.5445462014960608,0.4554537985039392,Comprimido,1.3782027009970974,0.9997890282530975,0.8540369016123781,2.1193529422283968,0.01286744051572073,0.692021840964852,1.8428206243122343,3.510448846005365,V10
Marron,Rosado,3.6232725995694732,1.7613828488205538,2.0570613606210975,0.5457271965871544,0.4542728034128456,Comprimido,3.728988104383919,0.9993356299880357,0.8970105104760434,1.6603009508804552,0.09853457679448109,0.6882709186406368,1.821187696703086,3.4679270370294866,V10
Marron,Rosado,3.9982586596385543,1.9105763982390158,2.0926976085979927,0.5343254067977127,0.4656745932022873,Comprimido,11.03590775481664,0.998515817944318,0.842886059242741,2.537907049657501,0.1884319722528772,0.6834219236889765,1.8026816979469913,3.414300172291512,V10
Marron,Anaranjado,6.399079887825759,2.6861936750057294,2.382210913296157,0.3507077785963475,0.6492922214036525,Comprimido,4.646202594726476,0.9994674523563716,0.7544648059739268,3.4622875493100476,0.04284914099494885,0.6493545846134133,1.6200648221693805,3.5378967803259784,V10
Marron,Rosado,3.716605552645364,1.7967522262964903,0.4834390415785765,0.5280733043159492,0.47192669568405077,Largo-oblongo,5.1614875869826635,0.9990226452604172,0.8988861058992208,1.6595992865400984,0.1416145637591536,0.6862938327881161,1.8184059148112743,3.4171192215140835,V10
Marron,Rosado,3.967668824073468,1.89825090954852,2.0901709063408997,0.5343681178087637,0.4656318821912363,Comprimido,5.046539872292582,0.9991641705076246,0.8708637680181722,2.048600415384845,0.08918478817853659,0.6834487239409983,1.8025929047956442,3.4222164596144586,V10
Marron,Morado rojizo,3.410189565156004,1.6826115283996037,2.0267242364609057,0.5410093949152092,0.45899060508479084,Comprimido,1.5080111394118427,0.9996754679780994,0.9105537271040923,1.3935065483021631,0.02200536028006822,0.6837914627665059,1.8098337772295146,3.272751314166406,V10
Marron,Rosado,3.7992418468029725,2.1079913979116194,1.8023042459124217,0.752561920434313,0.24743807956568697,Comprimido,2.44095118987081,0.9996488272447587,0.8529952456571445,2.1740687892379174,0.025313638554635424,0.7186163850748271,1.963042021141702,4.215166491132654,V10
Marron,Rosado,3.447129742645855,1.8713858491029334,1.8420197760383137,0.755893980964601,0.24410601903539897,Comprimido,1.5496316314121983,0.9997848270163411,0.8534387226540172,2.096719132949513,0.008788341160168866,0.7175647421595818,1.9579887623442789,4.058122695055973,V10
Marron,Anaranjado,3.7367883984988866,2.010660466253601,1.8584880248138185,0.7609241848134006,0.23907581518659937,Comprimido,5.9735962805803915,0.9992081876048443,0.8450636198566337,2.4360228356283415,0.11955130549257661,0.7150355685675758,1.93879332820472,4.24178956576819,V10
Marron,Rosado,4.0994855781822945,2.183331129374836,1.8776288777397314,0.7546021705860664,0.24539782941393362,Comprimido,4.67360957026455,0.999423986852343,0.8504335802637338,2.3117758243155233,0.08102179647369152,0.7131937360017474,1.9274328450969824,4.270323133651106,V10
Marron,Rosado,4.354932254493518,2.431799687285146,1.7908268831777634,0.7579271962939599,0.24207280370604012,Comprimido,7.5837250819058735,0.9991268202044097,0.8164918105441105,2.8433935404614386,0.11687263048044279,0.7224082097255234,1.9913300604935436,4.056190021829787,V10
Marron,Anaranjado,3.2553668094593045,1.4561579900614687,2.235586269949929,0.5716691687302078,0.4283308312697922,Comprimido,3.0759142301125855,0.9994383574531418,0.8894818904827924,1.758131673948844,0.0749739551145092,0.6266496226849437,1.560270890894384,2.98202980463075,V10
Marron,Morado rojizo,3.962133776273572,1.8431381457385247,2.149667286434458,0.56393362202482,0.43606637797518,Comprimido,1.4506565308435027,0.9996992338965706,0.8905344930980992,1.6844255990113577,0.01731261724901147,0.644492801093041,1.6262413375220106,2.9634927670735167,V10
Marron,Rosado,5.0740904131130495,2.4354565212275734,0.47997893670431757,0.5869949672376253,0.41300503276237466,Largo-oblongo,1.2632637869407621,0.9997561910744203,0.8475941269541621,2.1512552107007146,0.0059675442640041,0.6651202463904511,1.6818843723410049,3.9933118937355174,V10
Marron,Rosado,4.0029339717906955,1.9493843985827821,2.0534349072973295,0.5810471572751121,0.41895284272488786,Comprimido,4.663727210899278,0.999221341018234,0.8748001421589242,1.99330936697937,0.08609240620827291,0.6570762436573772,1.6784007911979766,3.0325245480193943,V10
Marron,Rosado,4.04286803719634,1.822134250742781,2.218754208449949,0.5632704860001014,0.43672951399989857,Comprimido,2.7819603100673844,0.9994643489010666,0.8829978570847035,1.8347142444667286,0.041420775790449206,0.6272393995876638,1.5630015950800886,2.990518233036703,V10
Marron,Rosado,3.4915092392327463,1.8751400387555657,1.861999193164198,0.6457372053008621,0.3542627946991379,Comprimido,2.1605121330334716,0.9996538750066397,0.8710664521905458,1.9181527373590312,0.02348195286836603,0.7167851875324698,1.9457645837791533,5.243026891322956,V10
Marron,Rosado,3.4777688155816198,1.958053692777223,1.776135571976525,0.6569400899592367,0.3430599100407633,Comprimido,1.6593278170416772,0.999726704012166,0.8802210239046431,1.7822694242326167,0.010192077226699504,0.7279589213143441,2.0238238973920124,4.942164094306438,V10
Marron,Rosado,4.298217837382137,2.2788327648228783,0.530180844954759,0.6284545005858505,0.3715454994141495,Oblongo,5.13930758089531,0.9994349321059146,0.7952154387180262,3.039785002515882,0.07356509386877567,0.7155517917892525,1.9382539244487582,4.959579610046444,V10
Marron,Anaranjado,4.577803933976394,2.5871755640940117,1.7694214484355915,0.7569674910370249,0.24303250896297512,Comprimido,14.36543049943624,0.998442757960554,0.7675815168070386,3.5519917680198496,0.17580392946167303,0.7166410437549805,1.9701454846897393,3.5315583473291103,V10
Marron,Anaranjado,4.005066525442803,2.2331436820652173,1.7934656679765932,0.7442256321196751,0.2557743678803249,Comprimido,3.306911727594071,0.99952316882226,0.8486799211753052,2.253106184393386,0.0438629352363055,0.717060549745262,1.9725916249292896,3.5184070599862927,V10
Marron,Anaranjado,4.421073390027501,2.503422956431705,0.5662477718824144,0.7483722275481305,0.2516277724518695,Oblongo,4.66958922359559,0.999261851404135,0.8418652707942973,2.409194328998341,0.09240008469729885,0.7202111004803503,1.9928629086489704,3.548612562717465,V10
Marron,Anaranjado,5.311229739781135,3.1349427516451676,1.6942031037070413,0.7622437305753639,0.23775626942463612,Comprimido,5.7358724863542205,0.9992941820719923,0.8058629368590087,2.8596518121076473,0.0666128874136941,0.7256327373223759,2.03444618384052,3.5322309999914143,V10
Marron,Anaranjado,5.051006399067738,3.006526253621824,0.5952331112026976,0.7594899462544694,0.24051005374553058,Oblongo,9.178284762813446,0.998855799163495,0.7995675045369848,3.0769821373506545,0.15785502520731134,0.7287132354601352,2.048147982294912,3.724011283844362,V10
Marron,Rosado,5.265058194735463,2.538661567124476,0.48217160632011363,0.5889504788595051,0.41104952114049487,Largo-oblongo,4.515573325865775,0.9987574289773818,0.848575657945185,2.336391351190736,0.06202348403924387,0.6652658599310491,1.6824623625744088,3.9777537942503582,V10
Marron,Rosado,4.734698815643006,2.28962086457242,2.0678964316335393,0.6003337523895576,0.39966624761044245,Comprimido,0.8200818207887327,0.9998530017641591,0.8146118297068534,2.4947114595866076,0.00450402943648155,0.6684107598764671,1.6963861629829664,4.073047112104066,V10
Marron,Rosado,4.230334210483237,2.2899319552326154,1.8473624077853932,0.6858071213299659,0.3141928786700341,Comprimido,2.280705184806059,0.9996146315990961,0.8822117838187585,1.8381806402553855,0.032499376369328585,0.7177220819897164,1.9516047380712955,5.067533591740587,V10
Marron,Anaranjado,5.429758478547341,3.1497254728833814,1.7238830892702306,0.7620350882692071,0.23796491173079293,Comprimido,3.12569079031107,0.9996664312414882,0.8127441662945174,2.7122768174345397,0.02973460536066635,0.7281829204729148,2.0241098944890794,4.679378698551567,V10
Marron,Anaranjado,3.407627623264798,1.900485934481813,1.7930296464908713,0.733343427347702,0.26665657265229803,Comprimido,2.120024163184719,0.9996331173881638,0.892338019662903,1.649472594984747,0.03040505586977514,0.7237638993121981,1.9930050464122526,4.657415142577968,V10
Marron,Anaranjado,5.205665776216278,3.028567330633676,1.71885423301026,0.7480938219559108,0.2519061780440892,Comprimido,13.603745902476097,0.9984667575729366,0.8298140473283597,2.671076452383637,0.14462138332171054,0.7220429651632874,2.007053636019985,3.53914647489177,V10
Marron,Anaranjado,4.529467543236806,2.6209978010718142,1.7281462584152316,0.7625194170191981,0.23748058298080188,Comprimido,5.647731751027222,0.9993917222897637,0.816889242256829,2.782274382783398,0.08358471140210996,0.7246964634801275,2.0199298807828194,3.6846390701008613,V10
Marron,Anaranjado,5.644432135812271,2.806226071916743,2.0113960854041033,0.602520706761432,0.397479293238568,Comprimido,3.2007331032719977,0.9996655813735831,0.8150025521246986,2.749025585978491,0.04180266187454372,0.678313278442949,1.7952454611930628,3.122586422550373,V10
Marron,Anaranjado,5.360203658554053,3.0071187006858957,1.7825048466930955,0.7608708952887683,0.23912910471123172,Comprimido,1.7115412344194267,0.9998228818377578,0.7759411770777109,3.077581932589376,0.007951253525021917,0.7205657984481036,1.9776549885936123,4.203240463154799,V10
Marron,Anaranjado,5.292720005361118,2.612214045976706,2.026143306867555,0.556059104681598,0.443940895318402,Comprimido,14.207175346983647,0.9987374922031449,0.7304393631868554,4.039568146635862,0.14209518553765974,0.6752692643212204,1.7281830947718864,4.039123102100498,V10
Marron,Anaranjado,5.399852850600772,2.315700844734236,2.3318438834099458,0.2878364313112523,0.7121635686887478,Comprimido,1.681489451426905,0.9997492072765091,0.7850079693011656,3.0226762561905622,0.010106174723034668,0.641286785664735,1.5931782458489185,3.8194888068581188,V10
Marron,Rosado,4.5792653886606205,2.227224646718668,0.4863716027976496,0.6078263805733385,0.3921736194266615,Largo-oblongo,2.4944301171454946,0.9996317572597623,0.8647883662053144,2.0762487830413017,0.04091674785954168,0.6686718581984048,1.6969335631259477,4.0502825420545205,V10
Marron,Anaranjado,6.056662749844486,2.5945021807679085,0.42837157819865834,0.5602481839588386,0.4397518160411614,Largo-oblongo,4.835705731181518,0.9994046793332848,0.8223571307856803,2.6711228997654692,0.07805820762064092,0.6510461997093723,1.6168347920690007,4.242944003711549,V10
Marron,Anaranjado,6.221958997675484,2.632702866919444,2.363335063692877,0.5634189442349583,0.4365810557650417,Comprimido,3.4201550797893443,0.999625144126067,0.7947538846146996,2.961383876511805,0.03328060618854021,0.6482871917565662,1.6055331689890349,4.27460656736182,V10
Marron,Anaranjado,4.3878861232975375,2.1554936308583517,2.03567575449073,0.6481386291995953,0.3518613708004047,Comprimido,7.131264878658942,0.9988884397110626,0.8746269614718891,2.0440219212433743,0.17728082308121618,0.6539763704764051,1.6611754942800683,3.0948098205029546,V10
Marron,Anaranjado,4.966894582405709,2.3859339574670964,2.0817401784576455,0.6700924383523419,0.3299075616476581,Comprimido,1.5245367239929064,0.9997778761208524,0.8620035845213083,2.0387885785033855,0.012119137855860086,0.672524043672537,1.7210826529065448,3.442214028784035,V10
Marron,Anaranjado,5.11629099618583,2.506594930162225,2.041131949411031,0.6195994155949828,0.38040058440501723,Comprimido,1.4238146921928567,0.9998082412518161,0.8561850724147725,2.0603802102069926,0.008324990594715247,0.6513499310075261,1.6696286299318095,2.978872078988936,V10
Marron,Anaranjado,5.0748088311124935,2.4810212316657934,2.0454515932155863,0.6267617084424729,0.3732382915575271,Comprimido,3.9526601524964184,0.9994107452223405,0.8588600127098627,2.1859795992539253,0.07080087236840044,0.6499417141791434,1.6612206423785199,3.0004403908878756,V10
Marron,Anaranjado,4.690905051933276,2.2824995101840786,2.055161471449764,0.6257204642148572,0.37427953578514284,Comprimido,8.004318645082611,0.9985414848687749,0.8604430596882894,2.242595867963991,0.1952121719120501,0.6472469988258315,1.6495037705980171,2.9809966351214463,V10
